資料年月,代號,名稱,市場,產業別,YoY%,MoM%,產業中位YoY%,同業家數,相對強度
11508,2102,泰豐,TWSE,M21A 輪胎,29.991976157725812,2.226529048541939,10.485149594280998,5,19.506826563444815
11508,5438,東友,TPEx,M23C 光電及I/O,29.325102257233752,6.869679519278918,9.849321993850566,130,19.475780263383186
11508,4207,環泰,TPEx,M12Z 其他食品,23.637627140059383,-9.140121415160738,4.239960790308601,10,19.397666349750782
11508,8043,蜜望實,TPEx,M23T 電子通路,54.47881138042136,-18.454525903895682,35.1919397058577,57,19.286871674563663
11508,3158,嘉實,TPEx,M23X 資訊服務,39.40383572698501,4.1114595398856775,20.16137918832383,73,19.242456538661177
11508,4556,旭然,TPEx,M15Z 其他電製品,18.729275661336676,-24.209177073778783,-0.5053297359458623,9,19.23460539728254
11508,8358,金居,TPEx,M23B 印刷電路板,59.709504167221084,4.719008887179223,40.582840603580124,66,19.12666356364096
11508,1101,台泥,TWSE,M11A 水泥製造,10.649053245020621,-1.6630332295967223,-8.360217578971142,8,19.009270823991763
11508,4430,耀億,TPEx,M14Z 其他紡織,31.70148679825686,0.011679798328815522,12.75986290062482,5,18.94162389763204
11508,1475,業旺,TWSE,M14C 成衣,24.282605152395472,1.783176425324089,5.367630831359371,28,18.9149743210361
11508,3306,鼎天,TPEx,M23K 通信網路,45.50208386873303,18.236709492895084,26.817191653679874,74,18.684892215053157
11508,6741,91APP*-KY,TPEx,M23E 數位雲端,30.42489440814411,-2.087308125921429,11.881400723492241,20,18.543493684651867
11508,2478,大毅,TWSE,M23D 電子零組件,43.63220372254852,-3.6796225655675814,25.08933578159188,195,18.542867940956636
11508,2009,第一銅,TWSE,M20A 基本金屬,30.27456286347964,-2.0111195598435283,11.847793061266259,53,18.426769802213382
11508,6185,幃翔,TPEx,M23D 電子零組件,43.443711751031834,-7.409051935325821,25.08933578159188,195,18.354375969439953
11508,5388,中磊,TWSE,M23K 通信網路,45.05455923264947,-11.724681636778826,26.817191653679874,74,18.237367578969593
11508,2467,志聖,TWSE,M23H 電子設備,60.72584163286522,-25.841726544760608,42.51717000649329,84,18.20867162637193
11508,4588,玖鼎電力,TWSE,M15B 電機製品,28.731210721679794,-27.02182775312346,10.714814018047969,14,18.016396703631827
11508,2062,橋椿,TWSE,M99B 五金及家具,22.200003570854683,9.103420181016313,4.203265064610972,17,17.996738506243712
11508,3031,佰鴻,TWSE,M23C 光電及I/O,27.820762534032088,-3.7914807105077717,9.849321993850566,130,17.971440540181522
11508,6645,金萬林-創,TWSE,M17G 醫療耗材,26.983461278970115,10.277280717034316,9.322370286362348,57,17.661090992607768
11508,5014,建錩,TPEx,M20A 基本金屬,29.42603221159614,-7.307012410186279,11.847793061266259,53,17.578239150329882
11508,2603,長榮,TWSE,M26A 海運,48.63589929629481,1.8856363783847867,31.062250846303606,12,17.573648449991204
11508,1710,東聯,TWSE,M13A 石化,23.96862268267556,6.224372551154888,6.645585813622416,30,17.32303686905314
11508,4943,康控-KY,TWSE,M23D 電子零組件,42.405142677955475,-11.117852564416218,25.08933578159188,195,17.315806896363593
11508,3264,欣銓,TPEx,M23G 半導體,46.57297818291717,1.573428156762056,29.27771748942473,163,17.295260693492438
11508,3057,喬鼎,TWSE,M23C 光電及I/O,26.93616629874908,-23.794141196609516,9.849321993850566,130,17.086844304898513
11508,8432,東生華,TPEx,M17C 藥,30.880162775575272,16.651398444510917,13.935210320845938,75,16.944952454729332
11508,2065,世豐,TPEx,M20A 基本金屬,28.712231073946427,-14.621531696225937,11.847793061266259,53,16.864438012680168
11508,4527,方方土霖,TPEx,M15C 家電製品,27.935306648727437,-19.13977656442109,11.219507352700457,22,16.71579929602698
11508,8374,羅昇,TWSE,M15A 機械,35.40504399226622,-7.715572205054577,18.699479537392047,44,16.705564454874175
11508,6753,龍德造船,TWSE,M22B 機車船製造,40.14039583596839,-1.8243563418101405,23.571776912366506,11,16.568618923601885
11508,2404,漢唐,TWSE,M23H 電子設備,59.050412994601615,-5.559907124229588,42.51717000649329,84,16.533242988108327
11508,3711,日月光投控,TWSE,M23G 半導體,45.65918579706578,11.470924994667861,29.27771748942473,163,16.38146830764105
11508,1762,中化生,TWSE,M17C 藥,30.300090401957974,-34.16845834215246,13.935210320845938,75,16.364880081112034
11508,1457,宜進,TWSE,M14A 人纖,8.189681328273421,-3.0116120933152004,-8.157545288115324,14,16.347226616388745
11508,4991,環宇-KY,TPEx,M23G 半導體,45.61718147039716,80.31296838689273,29.27771748942473,163,16.339463980972432
11508,2317,鴻海,TWSE,M23A 電腦及週邊,51.978131522564816,-2.6144946713083335,35.82690162998942,65,16.151229892575394
11508,6921,嘉雨思-創,TWSE,M23G 半導體,45.3128717582679,10.763511062749366,29.27771748942473,163,16.035154268843172
11508,2476,鉅祥,TWSE,M23D 電子零組件,41.04273473844109,-2.0339486010678747,25.08933578159188,195,15.95339895684921
11508,1268,漢來美食,TPEx,M27A 餐飲飯店,19.991830825288854,7.617812678521232,4.04536424457842,40,15.946466580710435
11508,1721,國慶科技,TWSE,M17F 樹脂,36.46642201540179,69.98379611106665,20.56055139970624,16,15.905870615695548
11508,9945,潤泰新,TWSE,M25A 建設,37.99192959753171,4.289556910092957,22.16517290505406,74,15.826756692477648
11508,1213,大飲,TWSE,M12C 飲料乳品,17.12312734082397,22.954999232068808,1.3080196339671886,7,15.815107706856782
11508,3037,欣興,TWSE,M23B 印刷電路板,56.25723917867715,9.178757960449099,40.582840603580124,66,15.67439857509703
11508,4952,凌通,TWSE,M23G 半導體,44.886253910625314,-10.144320019162825,29.27771748942473,163,15.608536421200583
11508,1909,榮成,TWSE,M19A 造紙,23.173049017839748,6.290466137998159,7.607112977872289,6,15.56593603996746
11508,1904,正隆,TWSE,M19A 造紙,23.124829010579017,2.050220786862195,7.607112977872289,6,15.517716032706728
11508,8183,精星,TPEx,M23B 印刷電路板,56.06520786408064,7.451034969925701,40.582840603580124,66,15.482367260500517
11508,6666,羅麗芬-KY,TWSE,M17Y 化妝美容,15.88869715271786,-14.854884890490126,0.4069472833029337,8,15.481749869414926
11508,8210,勤誠,TWSE,M23D 電子零組件,40.54388607233624,-0.21589570726556473,25.08933578159188,195,15.454550290744361
11508,2357,華碩,TWSE,M23A 電腦及週邊,51.16688342643828,12.866443188877227,35.82690162998942,65,15.33998179644886
11508,6796,晉弘,TWSE,M17G 醫療耗材,24.58437876098974,-29.411832691885394,9.322370286362348,57,15.262008474627391
11508,1609,大亞,TWSE,M16 電纜,34.835392935879575,16.628672431878815,19.598369292655352,11,15.237023643224223
11508,4441,振大環球,TWSE,M14C 成衣,20.55878866014236,-18.97576034828026,5.367630831359371,28,15.191157828782988
11508,1785,光洋科,TPEx,M99L 資源回收,30.70899895422589,-14.166459486604003,15.567574908502475,28,15.141424045723415
11508,3048,益登,TWSE,M23T 電子通路,50.313337513386344,-1.4627512334970527,35.1919397058577,57,15.121397807528645
11508,1723,中碳,TWSE,M17Z 其他化學,46.94023231657283,-9.325233639388982,31.91683473311466,18,15.023397583458173
11508,2034,允強,TWSE,M20A 基本金屬,26.75100905606621,-6.173616249514467,11.847793061266259,53,14.90321599479995
11508,2816,旺旺保,TWSE,M28J 產險,19.607460995942436,60.134034240333676,4.706880588210361,5,14.900580407732075
11508,2454,聯發科,TWSE,M23G 半導體,44.0812520934518,32.40526804267691,29.27771748942473,163,14.803534604027071
11508,9950,萬國通,TPEx,M99K 鞋及旅行箱,19.07535101050196,29.649615657703826,4.325261712464019,11,14.750089298037942
11508,6264,富裔,TPEx,M25A 建設,36.89538807649044,-1.7756255044390639,22.16517290505406,74,14.730215171436381
11508,3594,磐儀,TPEx,M23A 電腦及週邊,50.512183676505934,2.356063731251508,35.82690162998942,65,14.685282046516512
11508,3511,矽瑪,TPEx,M23D 電子零組件,39.75773751475646,-13.521668016451494,25.08933578159188,195,14.668401733164576
11508,3232,昱捷,TPEx,M23T 電子通路,49.79298122316777,5.45654021146379,35.1919397058577,57,14.601041517310072
11508,6156,松上,TPEx,M23B 印刷電路板,55.156406419875346,-6.649212625197936,40.582840603580124,66,14.573565816295222
11508,4439,冠星-KY,TWSE,M14C 成衣,19.93047075162225,-1.5157566678423386,5.367630831359371,28,14.562839920262878
11508,3152,璟德,TPEx,M23D 電子零組件,39.634819609145666,6.966812911744076,25.08933578159188,195,14.545483827553785
11508,6669,緯穎,TWSE,M23A 電腦及週邊,50.35813251850269,22.62493783220418,35.82690162998942,65,14.53123088851327
11508,3625,西勝,TPEx,M23D 電子零組件,39.61685188256759,40.604120267260576,25.08933578159188,195,14.527516100975706
11508,2233,宇隆,TWSE,M15D 汽車組件,21.271502983479063,0.9856077855567141,6.816747433041865,54,14.454755550437199
11508,6202,盛群,TWSE,M23G 半導體,43.72792046000946,-1.0332099282280285,29.27771748942473,163,14.450202970584726
11508,3224,三顧,TPEx,M23T 電子通路,49.59243290659472,-9.355036054196628,35.1919397058577,57,14.400493200737024
